,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
664,664,INC0000253,New,True,0,0,0,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 109,29/2/16 13:04,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
665,665,INC0000253,New,True,1,0,1,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 472,1/3/16 9:32,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
666,666,INC0000253,New,True,1,0,2,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 264,1/3/16 17:27,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
667,667,INC0000253,New,True,1,0,3,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 264,1/3/16 17:28,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
668,668,INC0000253,New,True,1,0,4,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 264,2/3/16 9:05,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
669,669,INC0000253,Resolved,True,1,0,5,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 264,2/3/16 9:08,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
670,670,INC0000253,Closed,False,1,0,6,True,Caller 926,Opener 24,2016-02-29 12:43:00,Creator 21,29/2/16 13:04,Updater 770,7/3/16 10:00,Phone,Location 111,Office pack,Outlook,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,2/3/16 9:08,2016-03-07 10:00:00,595020.0
972,972,INC0000332,New,True,0,0,0,True,Caller 734,Opener 24,2016-02-29 14:53:00,,,Updater 770,29/2/16 14:53,Phone,Location 158,Office pack,Outlook,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,9/3/16 10:50,2016-03-24 18:40:00,2087220.0
973,973,INC0000332,Awaiting User Info,True,0,0,1,True,Caller 734,Opener 24,2016-02-29 14:53:00,,,Updater 98,29/2/16 22:30,Phone,Location 158,Office pack,Outlook,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,9/3/16 10:50,2016-03-24 18:40:00,2087220.0
974,974,INC0000332,Active,True,0,0,3,True,Caller 734,Opener 24,2016-02-29 14:53:00,,,Updater 318,2/3/16 12:27,Phone,Location 158,Office pack,Outlook,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,9/3/16 10:50,2016-03-24 18:40:00,2087220.0
