,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
1347,1347,INC0000467,New,True,0,0,0,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 682,1/3/16 1:47,Phone,Location 111,SAP ECC,Basis,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1348,1348,INC0000467,New,True,0,0,1,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 682,1/3/16 1:49,Phone,Location 111,SAP ECC,Basis,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1349,1349,INC0000467,New,True,0,0,2,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 726,1/3/16 8:26,Phone,Location 111,SAP ECC,MM,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1350,1350,INC0000467,New,True,1,0,3,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 726,1/3/16 8:28,Phone,Location 111,SAP ECC,MM,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 16,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1351,1351,INC0000467,New,True,2,0,9,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 672,17/3/16 16:54,Phone,Location 111,SAP ECC,MM,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 36,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1352,1352,INC0000467,Active,True,2,0,10,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 38,18/3/16 12:48,Phone,Location 111,SAP ECC,MM,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 36,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1353,1353,INC0000467,Active,True,2,0,12,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 139,22/3/16 15:44,Phone,Location 111,SAP ECC EN,SD - freightage,Error - process knowledge transport/invoice services,,2 - Medium,2 - Medium,3 - Moderate,Group 36,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1354,1354,INC0000467,Active,True,2,0,13,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 517,22/3/16 15:52,Phone,Location 111,SAP ECC EN,SD - freightage,Error - process knowledge transport/invoice services,,2 - Medium,2 - Medium,3 - Moderate,Group 36,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1355,1355,INC0000467,Active,True,2,0,16,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 517,29/3/16 10:15,Phone,Location 111,SAP ECC EN,SD - freightage,Error - process knowledge transport/invoice services,,2 - Medium,2 - Medium,3 - Moderate,Group 36,Assigned to 139,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
1356,1356,INC0000467,Resolved,True,2,0,22,True,Caller 3639,Opener 167,2016-03-01 01:31:00,Creator 149,1/3/16 1:47,Updater 517,13/4/16 10:28,Phone,Location 111,SAP ECC EN,SD - freightage,Error - process knowledge transport/invoice services,,2 - Medium,2 - Medium,3 - Moderate,Group 36,Assigned to 139,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 127,13/4/16 10:28,2016-04-18 11:07:00,4181760.0000000005
