,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
13,13,INC0000057,New,True,0,0,0,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 18,29/2/16 6:26,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
14,14,INC0000057,New,True,0,0,1,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 18,29/2/16 6:38,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
15,15,INC0000057,New,True,0,0,2,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 390,29/2/16 10:06,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
16,16,INC0000057,New,True,0,0,3,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 18,1/3/16 2:53,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
17,17,INC0000057,New,True,0,0,4,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 18,1/3/16 2:54,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
18,18,INC0000057,Resolved,True,0,0,5,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 18,1/3/16 2:55,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 5,True,False,Do Not Notify,PRB0040025,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
19,19,INC0000057,Closed,False,0,0,6,True,Caller 4070,Opener 6,2016-02-29 06:10:00,,,Updater 770,6/3/16 3:00,Phone,Location 160,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 5,True,False,Do Not Notify,PRB0040025,,,,Solved Remotely (Work Around),Resolver 4,1/3/16 2:55,2016-03-06 03:00:00,507000.00000000006
32,32,INC0000063,New,True,0,0,0,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 291,29/2/16 7:17,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
33,33,INC0000063,New,True,0,0,1,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 291,29/2/16 7:23,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
34,34,INC0000063,New,True,0,0,2,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 291,29/2/16 7:27,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
35,35,INC0000063,New,True,0,0,3,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 52,29/2/16 7:46,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
36,36,INC0000063,New,True,1,0,4,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 52,29/2/16 7:46,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
37,37,INC0000063,New,True,1,0,5,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 207,29/2/16 16:01,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
38,38,INC0000063,Resolved,True,1,0,6,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 207,29/2/16 16:01,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
39,39,INC0000063,Closed,False,1,0,7,True,Caller 1990,Opener 74,2016-02-29 07:08:00,Creator 66,29/2/16 7:17,Updater 770,5/3/16 17:00,Phone,Location 73,Internet,Internet Explorer,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 16:01,2016-03-05 17:00:00,467520.00000000006
138,138,INC0000085,New,True,0,0,0,True,Caller 844,Opener 74,2016-02-29 08:41:00,Creator 66,29/2/16 8:47,Updater 291,29/2/16 8:47,Phone,Location 122,Internet,Internet Explorer,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 50,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 192,2/3/16 14:44,2016-03-07 15:00:00,627540.0
139,139,INC0000085,New,True,0,0,4,True,Caller 844,Opener 74,2016-02-29 08:41:00,Creator 66,29/2/16 8:47,Updater 390,29/2/16 10:07,Phone,Location 122,Internet,Internet Explorer,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 50,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 192,2/3/16 14:44,2016-03-07 15:00:00,627540.0
140,140,INC0000085,Resolved,True,0,0,5,True,Caller 844,Opener 74,2016-02-29 08:41:00,Creator 66,29/2/16 8:47,Updater 739,2/3/16 14:44,Phone,Location 122,Internet,Internet Explorer,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 50,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 192,2/3/16 14:44,2016-03-07 15:00:00,627540.0
141,141,INC0000085,Closed,False,0,0,6,True,Caller 844,Opener 74,2016-02-29 08:41:00,Creator 66,29/2/16 8:47,Updater 770,7/3/16 15:00,Phone,Location 122,Internet,Internet Explorer,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 50,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 192,2/3/16 14:44,2016-03-07 15:00:00,627540.0
447,447,INC0000167,New,True,0,0,0,True,Caller 604,Opener 13,2016-02-29 10:27:00,,,Updater 770,29/2/16 10:27,Phone,Location 85,Internet,Internet Explorer,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,29/2/16 11:02,2016-03-05 12:00:00,437580.0
448,448,INC0000167,Active,True,0,0,1,True,Caller 604,Opener 13,2016-02-29 10:27:00,,,Updater 52,29/2/16 10:30,Phone,Location 85,Internet,Internet Explorer,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 15,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,29/2/16 11:02,2016-03-05 12:00:00,437580.0
449,449,INC0000167,Resolved,True,0,0,2,True,Caller 604,Opener 13,2016-02-29 10:27:00,,,Updater 52,29/2/16 11:02,Phone,Location 85,Internet,Internet Explorer,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 15,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,29/2/16 11:02,2016-03-05 12:00:00,437580.0
