,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
201,201,INC0000102,New,True,0,0,0,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 226,29/2/16 9:13,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
202,202,INC0000102,New,True,0,0,1,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 98,29/2/16 20:08,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
203,203,INC0000102,Awaiting User Info,True,0,0,2,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 98,29/2/16 20:09,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
204,204,INC0000102,Awaiting User Info,True,0,0,3,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 371,2/3/16 17:38,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
205,205,INC0000102,Awaiting User Info,True,0,0,4,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 633,3/3/16 14:17,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
206,206,INC0000102,Awaiting User Info,True,0,0,5,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 615,3/3/16 17:27,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
207,207,INC0000102,Active,True,0,0,6,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 615,3/3/16 17:29,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
208,208,INC0000102,Active,True,1,0,7,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 390,4/3/16 11:15,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 47,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
209,209,INC0000102,Active,True,1,0,8,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 224,4/3/16 12:16,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 47,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
210,210,INC0000102,Active,True,2,0,9,True,Caller 287,Opener 56,2016-02-29 09:06:00,Creator 52,29/2/16 9:13,Updater 224,4/3/16 12:17,Phone,Location 39,Printer,Laser,Configure printer,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 28,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 26,17/3/16 16:28,2016-03-24 18:59:00,2109180.0
