,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
24,24,INC0000062,New,True,0,0,0,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 291,29/2/16 7:26,Phone,Location 73,Software,Office - 365,Error - e-mail,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
25,25,INC0000062,New,True,0,0,1,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 291,29/2/16 7:29,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
26,26,INC0000062,New,True,1,0,2,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 291,29/2/16 7:34,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
27,27,INC0000062,New,True,1,0,3,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 677,29/2/16 11:23,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
28,28,INC0000062,New,True,1,0,4,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 677,29/2/16 11:28,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
29,29,INC0000062,New,True,1,0,5,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 207,29/2/16 15:51,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
30,30,INC0000062,Resolved,True,1,0,6,True,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 207,29/2/16 15:51,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
31,31,INC0000062,Closed,False,1,0,7,False,Caller 3482,Opener 74,2016-02-29 06:58:00,Creator 66,29/2/16 7:26,Updater 770,5/3/16 16:00,Phone,Location 73,Software,Office - 365,Error - e-mail,,1 - High,2 - Medium,2 - High,Group 22,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 57,29/2/16 15:51,2016-03-05 16:00:00,464520.0
40,40,INC0000064,New,True,0,0,0,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 226,29/2/16 7:14,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
41,41,INC0000064,New,True,0,0,1,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 226,29/2/16 7:16,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
42,42,INC0000064,Active,True,0,0,2,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 611,29/2/16 13:12,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 168,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
43,43,INC0000064,Active,True,1,0,3,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 611,29/2/16 13:13,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
44,44,INC0000064,Active,True,1,0,4,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 264,2/3/16 9:17,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
45,45,INC0000064,Active,True,1,0,5,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 264,2/3/16 12:00,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
46,46,INC0000064,Active,True,1,0,6,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 264,3/3/16 16:00,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
47,47,INC0000064,Resolved,True,1,0,7,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 264,3/3/16 16:00,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
48,48,INC0000064,Closed,False,1,0,8,True,Caller 2627,Opener 56,2016-02-29 07:10:00,Creator 52,29/2/16 7:14,Updater 770,8/3/16 17:00,Phone,Location 111,Software,Office - 365,System,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,3/3/16 16:00,2016-03-08 17:00:00,726600.0
93,93,INC0000073,Active,True,0,0,0,True,Caller 2335,Opener 18,2016-02-29 08:22:00,Creator 16,29/2/16 8:30,Updater 79,29/2/16 8:30,Phone,Location 35,Software,Internal code 6,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 192,1/3/16 15:37,2016-03-06 16:00:00,545880.0
94,94,INC0000073,Active,True,0,0,2,True,Caller 2335,Opener 18,2016-02-29 08:22:00,Creator 16,29/2/16 8:30,Updater 390,29/2/16 10:06,Phone,Location 35,Software,Internal code 6,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 192,1/3/16 15:37,2016-03-06 16:00:00,545880.0
95,95,INC0000073,Active,True,1,0,3,True,Caller 2335,Opener 18,2016-02-29 08:22:00,Creator 16,29/2/16 8:30,Updater 633,29/2/16 11:11,Phone,Location 35,Software,Internal code 6,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 50,,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 192,1/3/16 15:37,2016-03-06 16:00:00,545880.0
