,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
315,315,INC0000129,New,True,0,0,0,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 291,29/2/16 9:48,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
316,316,INC0000129,Awaiting User Info,True,0,0,1,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 52,29/2/16 12:32,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
317,317,INC0000129,Awaiting User Info,True,0,0,2,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 615,3/3/16 4:24,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
318,318,INC0000129,Awaiting User Info,True,0,0,3,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 633,3/3/16 14:24,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
319,319,INC0000129,Awaiting User Info,True,0,0,4,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 615,4/3/16 11:19,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
320,320,INC0000129,Awaiting User Info,True,0,0,5,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 615,4/3/16 13:48,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
321,321,INC0000129,Awaiting User Info,True,0,0,7,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 114,9/3/16 10:58,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
322,322,INC0000129,Awaiting User Info,True,1,0,8,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 114,9/3/16 11:13,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 28,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
323,323,INC0000129,Awaiting User Info,True,2,0,13,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 114,22/3/16 12:31,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
324,324,INC0000129,Awaiting User Info,True,2,0,14,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 845,22/3/16 13:15,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
325,325,INC0000129,Awaiting User Info,True,2,0,15,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 845,22/3/16 13:18,Phone,Location 167,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 231,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
326,326,INC0000129,Resolved,True,2,0,16,True,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 845,22/3/16 13:30,Phone,Location 101,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 231,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
327,327,INC0000129,Closed,False,2,0,17,False,Caller 4912,Opener 74,2016-02-29 09:40:00,Creator 66,29/2/16 9:48,Updater 770,27/3/16 13:59,Phone,Location 101,Network,Directory,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 231,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 214,22/3/16 13:30,2016-03-27 13:59:00,2348340.0
471,471,INC0000172,New,True,0,0,0,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 291,29/2/16 10:38,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 170,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
472,472,INC0000172,New,True,0,0,1,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 291,29/2/16 10:43,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 170,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
473,473,INC0000172,New,True,0,0,2,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 291,29/2/16 11:06,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 170,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
474,474,INC0000172,Active,True,0,0,3,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 291,29/2/16 11:06,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 83,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
475,475,INC0000172,Active,True,0,0,4,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 291,29/2/16 11:06,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 83,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
476,476,INC0000172,Active,True,1,0,5,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 633,29/2/16 13:17,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 19,Assigned to 170,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
477,477,INC0000172,Awaiting User Info,True,1,0,6,True,Caller 2883,Opener 74,2016-02-29 10:36:00,Creator 66,29/2/16 10:38,Updater 621,29/2/16 16:23,Phone,Location 165,Network,Directory,,,2 - Medium,2 - Medium,3 - Moderate,Group 19,Assigned to 170,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 158,29/2/16 18:24,2016-03-05 19:00:00,462240.0
