,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
142,142,INC0000086,New,True,0,0,0,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 52,29/2/16 8:49,Phone,Location 73,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
143,143,INC0000086,New,True,0,0,1,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 52,29/2/16 8:49,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
144,144,INC0000086,New,True,0,0,2,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 52,29/2/16 8:50,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
145,145,INC0000086,New,True,0,0,3,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 52,29/2/16 8:53,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
146,146,INC0000086,New,True,1,0,4,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 52,29/2/16 8:54,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
147,147,INC0000086,New,True,1,0,5,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 390,29/2/16 10:07,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
148,148,INC0000086,New,True,1,0,6,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 207,1/3/16 15:40,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
149,149,INC0000086,Resolved,True,1,0,7,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 207,1/3/16 15:45,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
150,150,INC0000086,Closed,False,1,0,8,True,Caller 2222,Opener 13,2016-02-29 08:43:00,Creator 10,29/2/16 8:49,Updater 770,6/3/16 16:00,Phone,Location 78,Notebook,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,PRB0040025,,,,Solved (Work Around),Resolver 57,1/3/16 15:45,2016-03-06 16:00:00,544620.0
417,417,INC0000159,New,True,0,0,0,True,Caller 3630,Opener 74,2016-02-29 10:17:00,Creator 66,29/2/16 10:22,Updater 291,29/2/16 10:22,Phone,Location 111,Notebook,Not apply,Slowness,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 199,2/3/16 10:09,2016-03-07 11:00:00,607380.0
