,group
21,4
70,4
78,4
158,4
184,4
188,4
193,4
260,4
261,4
287,4
353,4
434,4
483,4
544,4
568,4
634,4
784,4
815,4
821,4
994,4
1045,4
1095,4
1144,4
1185,4
1235,4
1312,4
1325,4
1355,4
1450,4
1453,4
1550,4
1586,4
1602,4
1640,4
1653,4
1702,4
1750,4
1753,4
1856,4
1906,4
1966,4
1977,4
1999,4
2090,4
2162,4
2210,4
2238,4
2414,4
2421,4
2493,4
2504,4
2524,4
2559,4
2561,4
2579,4
2673,4
2727,4
2915,4
3101,4
3274,4
3310,4
3322,4
3457,4
3479,4
3599,4
3645,4
3735,4
3767,4
3771,4
3816,4
3866,4
4049,4
4089,4
4111,4
4287,4
4336,4
4345,4
4440,4
4573,4
4597,4
4630,4
4657,4
4793,4
4814,4
4866,4
4924,4
5119,4
5217,4
5246,4
5251,4
5421,4
5424,4
5499,4
5505,4
5527,4
5652,4
5738,4
5931,4
6044,4
6170,4
6222,4
6255,4
6259,4
6373,4
6383,4
6555,4
6559,4
6575,4
6598,4
6770,4
6824,4
6853,4
7053,4
7073,4
7139,4
7216,4
7235,4
7285,4
7300,4
7304,4
7699,4
7740,4
7800,4
7837,4
7844,4
7993,4
8012,4
8026,4
8028,4
8628,4
8690,4
8711,4
8755,4
9002,4
9085,4
9156,4
9299,4
9353,4
9396,4
9498,4
9550,4
9555,4
9593,4
9732,4
9787,4
9857,4
9879,4
9890,4
9942,4
10006,4
10062,4
10063,4
10151,4
10245,4
10259,4
10369,4
10448,4
10466,4
10524,4
10584,4
10688,4
10690,4
10744,4
10895,4
11090,4
11127,4
11150,4
11172,4
11199,4
11283,4
11339,4
11374,4
11387,4
11416,4
11450,4
11464,4
11565,4
11573,4
11675,4
11786,4
11809,4
11862,4
11923,4
12036,4
12111,4
12210,4
12212,4
12293,4
12376,4
12409,4
12467,4
12475,4
12541,4
12600,4
12629,4
12734,4
12755,4
12756,4
12797,4
12811,4
13004,4
13047,4
13148,4
13294,4
13443,4
13475,4
13536,4
13884,4
13925,4
14072,4
14210,4
14215,4
14318,4
14410,4
14423,4
14424,4
14494,4
14635,4
15013,4
15258,4
15269,4
15456,4
15464,4
15507,4
15514,4
15696,4
15783,4
15831,4
16010,4
16011,4
16085,4
16157,4
16169,4
16214,4
16221,4
16231,4
16238,4
16335,4
16403,4
16417,4
16431,4
16440,4
16441,4
16458,4
16559,4
16572,4
16599,4
16629,4
16631,4
16840,4
16893,4
16896,4
16935,4
16996,4
17000,4
17143,4
17322,4
17389,4
17536,4
17539,4
17540,4
17586,4
17639,4
17850,4
17870,4
17927,4
17933,4
17953,4
18072,4
18109,4
18239,4
18268,4
18289,4
18319,4
18336,4
18338,4
18339,4
18345,4
18346,4
18350,4
18356,4
18357,4
18358,4
18359,4
18360,4
18361,4
18495,4
18524,4
18541,4
18673,4
18674,4
18834,4
18846,4
18906,4
18934,4
18941,4
18961,4
18988,4
18990,4
19023,4
19035,4
19089,4
19114,4
19129,4
19376,4
19415,4
19490,4
19552,4
19584,4
19645,4
19666,4
19787,4
19799,4
19876,4
20027,4
20040,4
20080,4
20160,4
20176,4
20212,4
20421,4
20435,4
20438,4
20472,4
20660,4
20693,4
20716,4
20745,4
20747,4
20847,4
20879,4
20880,4
20886,4
20894,4
20935,4
21021,4
21054,4
21173,4
21269,4
21291,4
21300,4
21322,4
21391,4
21510,4
21521,4
21543,4
21579,4
21626,4
21685,4
21687,4
21723,4
21833,4
21843,4
21845,4
21877,4
21888,4
21936,4
21968,4
22062,4
22144,4
22223,4
22442,4
22667,4
22870,4
22939,4
23112,4
23263,4
23416,4
23569,4
23643,4
23664,4
23689,4
24106,4
24116,4
24181,4
24283,4
24374,4
24601,4
24669,4
24759,4
