,group
14,7
23,7
87,7
111,7
117,7
123,7
253,7
309,7
327,7
333,7
341,7
383,7
388,7
390,7
394,7
412,7
448,7
481,7
492,7
493,7
496,7
503,7
536,7
540,7
572,7
587,7
594,7
614,7
626,7
659,7
724,7
729,7
738,7
743,7
749,7
754,7
770,7
791,7
799,7
830,7
885,7
886,7
900,7
916,7
921,7
925,7
928,7
932,7
936,7
947,7
972,7
973,7
976,7
1015,7
1020,7
1040,7
1048,7
1061,7
1069,7
1088,7
1100,7
1117,7
1118,7
1125,7
1175,7
1183,7
1192,7
1196,7
1212,7
1225,7
1248,7
1260,7
1276,7
1356,7
1357,7
1410,7
1422,7
1476,7
1481,7
1504,7
1584,7
1604,7
1609,7
1624,7
1661,7
1687,7
1704,7
1705,7
1714,7
1721,7
1744,7
1760,7
1770,7
1788,7
1839,7
1882,7
1923,7
1927,7
1939,7
1997,7
2005,7
2024,7
2029,7
2057,7
2081,7
2086,7
2087,7
2177,7
2187,7
2239,7
2279,7
2307,7
2334,7
2356,7
2370,7
2376,7
2410,7
2411,7
2418,7
2425,7
2432,7
2444,7
2455,7
2456,7
2463,7
2511,7
2533,7
2577,7
2588,7
2591,7
2602,7
2628,7
2641,7
2645,7
2660,7
2734,7
2750,7
2768,7
2787,7
2811,7
2868,7
2905,7
2906,7
2909,7
2939,7
2956,7
2969,7
3000,7
3005,7
3009,7
3015,7
3018,7
3040,7
3050,7
3056,7
3059,7
3081,7
3105,7
3121,7
3155,7
3157,7
3178,7
3198,7
3208,7
3210,7
3231,7
3236,7
3243,7
3249,7
3252,7
3256,7
3257,7
3295,7
3309,7
3319,7
3323,7
3325,7
3340,7
3359,7
3364,7
3366,7
3370,7
3386,7
3391,7
3403,7
3412,7
3428,7
3459,7
3466,7
3470,7
3517,7
3521,7
3529,7
3539,7
3543,7
3573,7
3574,7
3580,7
3582,7
3592,7
3595,7
3596,7
3605,7
3616,7
3621,7
3666,7
3684,7
3691,7
3700,7
3708,7
3712,7
3720,7
3739,7
3746,7
3799,7
3800,7
3825,7
3843,7
3857,7
3867,7
3872,7
3875,7
3888,7
3904,7
3920,7
3922,7
3926,7
3939,7
3942,7
3944,7
3956,7
3970,7
3984,7
3991,7
3992,7
4007,7
4015,7
4024,7
4031,7
4036,7
4038,7
4059,7
4068,7
4073,7
4090,7
4098,7
4123,7
4138,7
4152,7
4157,7
4170,7
4171,7
4172,7
4184,7
4202,7
4218,7
4231,7
4240,7
4245,7
4262,7
4285,7
4317,7
4322,7
4360,7
4362,7
4372,7
4382,7
4385,7
4400,7
4407,7
4448,7
4467,7
4500,7
4512,7
4517,7
4549,7
4550,7
4570,7
4585,7
4594,7
4599,7
4602,7
4605,7
4606,7
4610,7
4622,7
4639,7
4640,7
4648,7
4653,7
4656,7
4660,7
4666,7
4674,7
4677,7
4681,7
4683,7
4686,7
4705,7
4710,7
4717,7
4723,7
4729,7
4730,7
4756,7
4760,7
4767,7
4785,7
4795,7
4816,7
4835,7
4848,7
4862,7
4884,7
4893,7
4904,7
4920,7
4921,7
4927,7
4935,7
4945,7
4974,7
4978,7
4994,7
4996,7
