,group
207,1
464,1
574,1
687,1
733,1
745,1
796,1
1110,1
1286,1
1309,1
1311,1
1370,1
1421,1
1439,1
1533,1
1745,1
2063,1
2270,1
2301,1
2309,1
2358,1
2374,1
2487,1
2662,1
2805,1
2806,1
2847,1
2875,1
2878,1
2933,1
2949,1
2953,1
2958,1
2983,1
2984,1
2986,1
2990,1
3002,1
3021,1
3037,1
3045,1
3058,1
3077,1
3079,1
3083,1
3097,1
3106,1
3113,1
3136,1
3144,1
3174,1
3177,1
3184,1
3187,1
3191,1
3193,1
3194,1
3196,1
3197,1
3199,1
3201,1
3211,1
3213,1
3215,1
3219,1
3222,1
3228,1
3244,1
3262,1
3301,1
3312,1
3327,1
3332,1
3338,1
3344,1
3345,1
3377,1
3399,1
3427,1
3431,1
3433,1
3444,1
3458,1
3461,1
3478,1
3496,1
3510,1
3520,1
3533,1
3562,1
3584,1
3594,1
3627,1
3630,1
3642,1
3651,1
3652,1
3657,1
3659,1
3670,1
3672,1
3675,1
3680,1
3686,1
3707,1
3718,1
3724,1
3726,1
3737,1
3755,1
3758,1
3759,1
3761,1
3768,1
3772,1
3776,1
3777,1
3787,1
3789,1
3795,1
3802,1
3814,1
3815,1
3820,1
3823,1
3848,1
3856,1
3860,1
3862,1
3884,1
3914,1
3949,1
3954,1
3967,1
3978,1
3988,1
4005,1
4029,1
4044,1
4047,1
4062,1
4064,1
4076,1
4087,1
4106,1
4109,1
4132,1
4135,1
4139,1
4140,1
4153,1
4154,1
4160,1
4163,1
4186,1
4210,1
4215,1
4226,1
4235,1
4239,1
4241,1
4244,1
4257,1
4263,1
4264,1
4271,1
4273,1
4281,1
4282,1
4290,1
4303,1
4311,1
4329,1
4330,1
4349,1
4364,1
4369,1
4374,1
4387,1
4419,1
4445,1
4453,1
4457,1
4473,1
4482,1
4505,1
4520,1
4528,1
4530,1
4538,1
4546,1
4547,1
4565,1
4572,1
4591,1
4609,1
4627,1
4651,1
4675,1
4704,1
4714,1
4721,1
4742,1
4755,1
4765,1
4766,1
4847,1
4887,1
4896,1
4911,1
4918,1
4931,1
4934,1
4951,1
4988,1
5040,1
5041,1
5044,1
5065,1
5077,1
5078,1
5093,1
5098,1
5100,1
5101,1
5102,1
5105,1
5107,1
5130,1
5134,1
5140,1
5144,1
5196,1
5264,1
5297,1
5299,1
5312,1
5328,1
5344,1
5347,1
5350,1
5360,1
5361,1
5393,1
5401,1
5407,1
5415,1
5418,1
5420,1
5429,1
5437,1
5446,1
5457,1
5460,1
5461,1
5462,1
5463,1
5467,1
5474,1
5489,1
5524,1
5533,1
5549,1
5575,1
5598,1
5614,1
5615,1
5622,1
5626,1
5637,1
5678,1
5687,1
5716,1
5722,1
5743,1
5744,1
5751,1
5752,1
5758,1
5774,1
5793,1
5801,1
5804,1
5837,1
5844,1
5849,1
5853,1
5859,1
5869,1
5877,1
5879,1
5893,1
5902,1
5903,1
5904,1
5905,1
5906,1
5907,1
5910,1
5911,1
5927,1
5961,1
5982,1
6011,1
6015,1
6021,1
6022,1
6027,1
6030,1
6063,1
6064,1
6067,1
6069,1
6075,1
6081,1
6087,1
6101,1
6105,1
6135,1
6136,1
6137,1
6146,1
6152,1
6155,1
6160,1
6171,1
6173,1
6190,1
6224,1
6242,1
6249,1
6254,1
6279,1
6290,1
6311,1
6339,1
6374,1
6430,1
6455,1
6467,1
6479,1
6505,1
6526,1
6532,1
6551,1
6552,1
6556,1
6558,1
6563,1
6568,1
6582,1
6590,1
6616,1
6622,1
6629,1
6641,1
6646,1
6651,1
6657,1
6661,1
6662,1
6676,1
6691,1
6706,1
6721,1
6749,1
6750,1
6761,1
6766,1
6774,1
6776,1
6817,1
6829,1
6855,1
6861,1
6863,1
6875,1
6881,1
6885,1
6887,1
6896,1
6897,1
6900,1
6902,1
6906,1
6928,1
6940,1
6949,1
6950,1
6954,1
6959,1
6960,1
6973,1
6988,1
6994,1
7000,1
7005,1
7008,1
7010,1
7014,1
7019,1
7027,1
7032,1
7039,1
7069,1
7071,1
7080,1
7094,1
7113,1
7117,1
7118,1
7122,1
7124,1
7128,1
7129,1
7135,1
7142,1
7144,1
7151,1
7153,1
7163,1
7171,1
7192,1
7193,1
7197,1
7232,1
7238,1
7240,1
7263,1
7271,1
7283,1
7284,1
7288,1
7293,1
7311,1
7344,1
7345,1
7351,1
7352,1
7364,1
7365,1
7368,1
7370,1
7372,1
7383,1
7398,1
7461,1
7466,1
7474,1
7475,1
7483,1
7484,1
7492,1
7530,1
7532,1
7538,1
7549,1
7557,1
7565,1
7680,1
7726,1
7733,1
7747,1
7756,1
7769,1
7774,1
7784,1
7804,1
7822,1
7840,1
7877,1
7901,1
7907,1
