,group
207,0
464,0
574,0
679,0
733,0
745,0
755,0
796,0
864,0
934,0
1110,0
1130,0
1165,0
1286,0
1309,0
1311,0
1370,0
1421,0
1439,0
1533,0
1639,0
1745,0
2063,0
2163,0
2270,0
2301,0
2309,0
2374,0
2404,0
2487,0
2662,0
2679,0
2765,0
2798,0
2805,0
2806,0
2827,0
2847,0
2875,0
2878,0
2911,0
2923,0
2930,0
2933,0
2949,0
2950,0
2953,0
2958,0
2983,0
2984,0
2986,0
2990,0
2992,0
2999,0
3002,0
3021,0
3037,0
3045,0
3058,0
3077,0
3079,0
3083,0
3097,0
3104,0
3106,0
3113,0
3119,0
3131,0
3136,0
3141,0
3144,0
3153,0
3163,0
3174,0
3175,0
3177,0
3184,0
3187,0
3191,0
3193,0
3194,0
3196,0
3197,0
3199,0
3201,0
3206,0
3211,0
3213,0
3215,0
3218,0
3219,0
3222,0
3223,0
3227,0
3228,0
3244,0
3262,0
3265,0
3301,0
3312,0
3327,0
3331,0
3332,0
3336,0
3338,0
3344,0
3345,0
3346,0
3375,0
3377,0
3399,0
3406,0
3411,0
3415,0
3416,0
3424,0
3427,0
3431,0
3433,0
3444,0
3458,0
3461,0
3468,0
3474,0
3478,0
3482,0
3490,0
3495,0
3496,0
3510,0
3520,0
3523,0
3525,0
3528,0
3532,0
3533,0
3540,0
3562,0
3584,0
3594,0
3627,0
3630,0
3642,0
3644,0
3649,0
3651,0
3652,0
3657,0
3659,0
3670,0
3671,0
3672,0
3675,0
3680,0
3686,0
3707,0
3714,0
3718,0
3724,0
3726,0
3737,0
3755,0
3758,0
3759,0
3761,0
3768,0
3769,0
3772,0
3776,0
3777,0
3783,0
3787,0
3789,0
3795,0
3802,0
3814,0
3815,0
3818,0
3820,0
3822,0
3823,0
3848,0
3856,0
3859,0
3860,0
3862,0
3874,0
3884,0
3887,0
3914,0
3923,0
3949,0
3954,0
3955,0
3978,0
3988,0
4005,0
4013,0
4029,0
4039,0
4044,0
4047,0
4053,0
4062,0
4064,0
4067,0
4075,0
4076,0
4078,0
4087,0
4088,0
4106,0
4109,0
4120,0
4131,0
4132,0
4135,0
4137,0
4139,0
4140,0
4144,0
4148,0
4153,0
4154,0
4160,0
4163,0
4176,0
4178,0
4179,0
4186,0
4208,0
4209,0
4210,0
4215,0
4226,0
4235,0
4239,0
4241,0
4244,0
4257,0
4263,0
4264,0
4268,0
4271,0
4273,0
4279,0
4281,0
4282,0
4289,0
4290,0
4291,0
4292,0
4294,0
4296,0
4298,0
4303,0
4305,0
4308,0
4309,0
4311,0
4312,0
4313,0
4329,0
4330,0
4331,0
4344,0
4346,0
4348,0
4349,0
4352,0
4361,0
4363,0
4364,0
4369,0
4374,0
4378,0
4387,0
4419,0
4421,0
4445,0
4453,0
4457,0
4473,0
4482,0
4491,0
4493,0
4499,0
4505,0
4506,0
4515,0
4519,0
4520,0
4528,0
4529,0
4530,0
4538,0
4546,0
4547,0
4558,0
4561,0
4565,0
4566,0
4572,0
4582,0
4591,0
4592,0
4609,0
4627,0
4634,0
4643,0
4651,0
4675,0
4685,0
4687,0
4688,0
4690,0
4704,0
4714,0
4715,0
4721,0
4735,0
4741,0
4742,0
4744,0
4746,0
4747,0
4749,0
4750,0
4751,0
4755,0
4765,0
4766,0
4769,0
4822,0
4834,0
4842,0
4847,0
4850,0
4854,0
4859,0
4863,0
4887,0
4890,0
4896,0
4905,0
4910,0
4911,0
4916,0
4918,0
4931,0
4933,0
4934,0
4941,0
4949,0
4951,0
4988,0
4992,0
5014,0
5017,0
5030,0
5040,0
5041,0
5044,0
5065,0
5071,0
5077,0
5078,0
5089,0
5090,0
5093,0
5098,0
5100,0
5101,0
5102,0
5105,0
5107,0
5130,0
5134,0
5140,0
5144,0
5196,0
5211,0
5239,0
5244,0
5258,0
5261,0
5264,0
5266,0
5268,0
5271,0
5294,0
5297,0
5299,0
5303,0
5312,0
5328,0
5344,0
5347,0
5350,0
5358,0
5360,0
5361,0
5385,0
5390,0
5391,0
5401,0
5407,0
