,group
14,1
23,1
87,1
90,1
111,1
117,1
123,1
148,1
253,1
309,1
327,1
333,1
341,1
383,1
388,1
390,1
394,1
412,1
448,1
481,1
492,1
493,1
496,1
503,1
536,1
540,1
572,1
587,1
594,1
614,1
626,1
633,1
659,1
724,1
729,1
738,1
743,1
749,1
754,1
770,1
791,1
799,1
830,1
885,1
886,1
900,1
906,1
916,1
921,1
925,1
928,1
932,1
936,1
947,1
959,1
972,1
973,1
976,1
1015,1
1020,1
1040,1
1048,1
1061,1
1069,1
1088,1
1100,1
1117,1
1118,1
1125,1
1175,1
1183,1
1192,1
1196,1
1212,1
1225,1
1248,1
1260,1
1276,1
1356,1
1357,1
1410,1
1422,1
1476,1
1481,1
1504,1
1584,1
1604,1
1609,1
1624,1
1661,1
1671,1
1685,1
1687,1
1704,1
1705,1
1714,1
1721,1
1744,1
1764,1
1770,1
1839,1
1882,1
1923,1
1927,1
1939,1
1997,1
2005,1
2024,1
2029,1
2057,1
2081,1
2086,1
2087,1
2173,1
2177,1
2187,1
2239,1
2269,1
2277,1
2279,1
2307,1
2334,1
2356,1
2370,1
2376,1
2410,1
2411,1
2418,1
2425,1
2432,1
2444,1
2455,1
2456,1
2463,1
2511,1
2533,1
2577,1
2588,1
2591,1
2602,1
2628,1
2641,1
2645,1
2660,1
2676,1
2707,1
2734,1
2750,1
2753,1
2761,1
2768,1
2779,1
2787,1
2811,1
2868,1
2905,1
2906,1
2909,1
2926,1
2939,1
2956,1
2969,1
3000,1
3005,1
3009,1
3015,1
3018,1
3035,1
3040,1
3041,1
3043,1
3050,1
3056,1
3059,1
3074,1
3081,1
3105,1
3121,1
3147,1
3155,1
3157,1
3178,1
3198,1
3208,1
3210,1
3231,1
3234,1
3236,1
3243,1
3249,1
3252,1
3256,1
3257,1
3270,1
3288,1
3295,1
3309,1
3319,1
3323,1
3325,1
3340,1
3359,1
3364,1
3366,1
3370,1
3372,1
3386,1
3391,1
3403,1
3412,1
3428,1
3459,1
3462,1
3466,1
3470,1
3481,1
3517,1
3521,1
3529,1
3539,1
3543,1
3567,1
3573,1
3574,1
3580,1
3582,1
3589,1
3592,1
3595,1
3596,1
3600,1
3603,1
3605,1
3616,1
3621,1
3640,1
3662,1
3666,1
3684,1
3691,1
3700,1
3708,1
3712,1
3720,1
3739,1
3746,1
3799,1
3800,1
3825,1
3843,1
3857,1
3867,1
3872,1
3875,1
3888,1
3904,1
3907,1
3920,1
3922,1
3926,1
3927,1
3937,1
3939,1
3942,1
3944,1
3956,1
3958,1
3970,1
3983,1
3984,1
3991,1
3992,1
4004,1
4007,1
4015,1
4024,1
4027,1
4031,1
4032,1
4036,1
4038,1
4056,1
4059,1
4068,1
4073,1
4090,1
4098,1
4103,1
4104,1
4123,1
4138,1
4142,1
4152,1
4157,1
4170,1
4171,1
4172,1
4184,1
4202,1
4218,1
4231,1
4240,1
4250,1
4258,1
4262,1
4285,1
4300,1
4316,1
4317,1
4322,1
4339,1
4360,1
4362,1
4372,1
4382,1
4385,1
4400,1
4407,1
4448,1
4467,1
4471,1
4475,1
4498,1
4500,1
4504,1
4512,1
4517,1
4549,1
4550,1
4570,1
4585,1
4594,1
4599,1
4602,1
4605,1
4606,1
4610,1
4612,1
4622,1
4625,1
4639,1
4640,1
4648,1
4653,1
4656,1
4660,1
4666,1
4672,1
4674,1
4677,1
4681,1
4683,1
4686,1
4697,1
4705,1
4710,1
4716,1
4717,1
4723,1
4729,1
4730,1
4737,1
4752,1
4756,1
4760,1
4767,1
4784,1
4785,1
4795,1
4816,1
4835,1
4845,1
4848,1
4862,1
4876,1
4884,1
4893,1
4904,1
4920,1
4921,1
4927,1
4935,1
4938,1
4940,1
4945,1
4974,1
4978,1
4987,1
4994,1
4996,1
4998,1
5003,1
5005,1
5008,1
5009,1
5018,1
5020,1
5026,1
5036,1
5038,1
5042,1
5047,1
5050,1
5058,1
5075,1
5080,1
5084,1
5086,1
5088,1
5092,1
5096,1
5099,1
5103,1
5104,1
5108,1
5113,1
5115,1
5118,1
5125,1
5127,1
5142,1
5143,1
5171,1
5181,1
5184,1
5205,1
5235,1
5240,1
5245,1
5269,1
5273,1
5283,1
5295,1
5307,1
5308,1
5310,1
5311,1
5326,1
5337,1
5351,1
5362,1
5369,1
5377,1
5380,1
5381,1
5392,1
5409,1
5417,1
5432,1
5452,1
5483,1
5496,1
5516,1
5536,1
5567,1
5582,1
5590,1
5599,1
5607,1
5621,1
5645,1
5691,1
5696,1
5708,1
5711,1
5718,1
5720,1
5729,1
5753,1
5755,1
5756,1
5759,1
5763,1
5767,1
5768,1
5806,1
5807,1
5808,1
5809,1
5825,1
5832,1
5838,1
5846,1
5848,1
5878,1
5888,1
5932,1
5950,1
5959,1
5960,1
5965,1
5974,1
5977,1
5989,1
5993,1
6001,1
6004,1
6012,1
6017,1
6034,1
6041,1
6054,1
6057,1
6074,1
6076,1
6094,1
6106,1
6108,1
6128,1
6134,1
6140,1
6153,1
6154,1
6172,1
6174,1
6190,1
6192,1
6201,1
6205,1
6218,1
6221,1
6227,1
6231,1
6234,1
6244,1
6256,1
6261,1
6271,1
6275,1
6293,1
6296,1
6299,1
6301,1
6305,1
6310,1
6312,1
6316,1
6317,1
6319,1
6320,1
6322,1
6323,1
6325,1
6326,1
6330,1
6372,1
6387,1
6410,1
6411,1
6417,1
6435,1
6455,1
6487,1
6491,1
6504,1
6513,1
6514,1
6523,1
6527,1
6531,1
6536,1
6539,1
6543,1
6553,1
6557,1
6569,1
6586,1
6592,1
6602,1
6608,1
6615,1
6617,1
6642,1
6644,1
6645,1
6650,1
6678,1
6679,1
6684,1
6724,1
6726,1
6756,1
6768,1
6777,1
6797,1
6812,1
6816,1
6820,1
6835,1
6840,1
6854,1
6877,1
6891,1
6909,1
6910,1
6916,1
6922,1
6929,1
6944,1
6946,1
6956,1
6967,1
6988,1
6991,1
6992,1
6993,1
6995,1
6997,1
6999,1
7002,1
7004,1
7006,1
7007,1
7009,1
7011,1
7028,1
7038,1
7057,1
7061,1
7064,1
7081,1
7083,1
7086,1
7103,1
7148,1
7155,1
7156,1
7177,1
7211,1
7228,1
7236,1
7243,1
7250,1
7252,1
7260,1
7264,1
7270,1
7275,1
7286,1
7290,1
7291,1
7307,1
7310,1
7321,1
7326,1
7327,1
7329,1
7347,1
7353,1
7355,1
7356,1
7358,1
7360,1
7361,1
7363,1
7366,1
7369,1
7374,1
7387,1
7390,1
7391,1
7392,1
7393,1
7394,1
7395,1
7396,1
7397,1
7401,1
7405,1
7408,1
7410,1
7436,1
7445,1
7449,1
7455,1
7480,1
7514,1
7534,1
7535,1
7564,1
7568,1
7570,1
7576,1
7594,1
7630,1
7647,1
7648,1
7650,1
7651,1
7654,1
7661,1
7662,1
7675,1
7677,1
7701,1
7705,1
7711,1
7716,1
7729,1
7737,1
7748,1
7760,1
7767,1
7768,1
7775,1
7776,1
7777,1
7788,1
7790,1
7801,1
7815,1
7823,1
7827,1
7831,1
7833,1
7855,1
7856,1
7859,1
7870,1
7872,1
7874,1
7887,1
7902,1
7906,1
7913,1
7918,1
7930,1
7934,1
7936,1
7942,1
7950,1
