,group
207,2
464,2
679,2
733,2
755,2
796,2
864,2
934,2
1110,2
1130,2
1286,2
1309,2
1311,2
1370,2
1421,2
1439,2
1533,2
1639,2
1745,2
2063,2
2163,2
2270,2
2301,2
2309,2
2374,2
2404,2
2487,2
2679,2
2765,2
2798,2
2805,2
2806,2
2827,2
2847,2
2875,2
2878,2
2911,2
2923,2
2930,2
2933,2
2949,2
2950,2
2953,2
2958,2
2983,2
2984,2
2986,2
2990,2
2992,2
2999,2
3002,2
3021,2
3037,2
3045,2
3058,2
3077,2
3079,2
3083,2
3097,2
3104,2
3106,2
3113,2
3119,2
3131,2
3136,2
3141,2
3144,2
3153,2
3163,2
3175,2
3177,2
3184,2
3187,2
3191,2
3193,2
3194,2
3196,2
3197,2
3199,2
3201,2
3206,2
3211,2
3213,2
3215,2
3218,2
3219,2
3222,2
3223,2
3227,2
3228,2
3244,2
3262,2
3265,2
3301,2
3312,2
3327,2
3332,2
3336,2
3338,2
3344,2
3345,2
3346,2
3375,2
3377,2
3399,2
3406,2
3411,2
3415,2
3416,2
3424,2
3427,2
3431,2
3433,2
3444,2
3458,2
3461,2
3468,2
3474,2
3478,2
3482,2
3490,2
3495,2
3496,2
3510,2
3520,2
3523,2
3525,2
3528,2
3532,2
3533,2
3540,2
3562,2
3584,2
3594,2
3627,2
3630,2
3642,2
3644,2
3649,2
3651,2
3652,2
3657,2
3659,2
3670,2
3671,2
3672,2
3675,2
3680,2
3686,2
3707,2
3714,2
3718,2
3724,2
3726,2
3737,2
3755,2
3758,2
3759,2
3761,2
3768,2
3769,2
3772,2
3776,2
3777,2
3783,2
3787,2
3789,2
3795,2
3802,2
3814,2
3815,2
3818,2
3820,2
3822,2
3823,2
3848,2
3856,2
3859,2
3860,2
3862,2
3874,2
3887,2
3914,2
3923,2
3949,2
3954,2
3955,2
3978,2
3988,2
4005,2
4013,2
4029,2
4039,2
4044,2
4047,2
4053,2
4062,2
4064,2
4067,2
4075,2
4076,2
4078,2
4087,2
4088,2
4106,2
4109,2
4120,2
4131,2
4132,2
4135,2
4137,2
4139,2
4140,2
4144,2
4148,2
4153,2
4154,2
4160,2
4163,2
4176,2
4178,2
4179,2
4186,2
4208,2
4209,2
4210,2
4215,2
4226,2
4235,2
4239,2
4241,2
4244,2
4257,2
4263,2
4264,2
4268,2
4271,2
4273,2
4279,2
4281,2
4282,2
4289,2
4290,2
4291,2
4292,2
4294,2
4296,2
4298,2
4303,2
4305,2
4308,2
4309,2
4311,2
4312,2
4313,2
4329,2
4330,2
4331,2
4344,2
4346,2
4348,2
4349,2
4352,2
4361,2
4363,2
4364,2
4369,2
4374,2
4378,2
4387,2
4419,2
4421,2
4445,2
4453,2
4457,2
4473,2
4482,2
4491,2
4493,2
4499,2
4505,2
4506,2
4515,2
4519,2
4520,2
4528,2
4529,2
4530,2
4538,2
4546,2
4547,2
4558,2
4561,2
4565,2
4566,2
4572,2
4582,2
4591,2
4592,2
4609,2
4627,2
4634,2
4643,2
4651,2
4675,2
4685,2
4687,2
4688,2
4690,2
4704,2
4714,2
4715,2
4721,2
4735,2
4741,2
4742,2
4744,2
4746,2
4747,2
4749,2
4750,2
4751,2
4755,2
4765,2
4766,2
4769,2
4822,2
4834,2
4842,2
4847,2
4850,2
4854,2
4859,2
4863,2
4887,2
4890,2
4896,2
4905,2
4910,2
4911,2
4916,2
4918,2
4931,2
4933,2
4934,2
4941,2
4949,2
4951,2
4988,2
4992,2
5014,2
5017,2
5030,2
5040,2
5041,2
5044,2
5065,2
5071,2
5077,2
5078,2
5089,2
5090,2
5093,2
5098,2
5100,2
5101,2
5102,2
5105,2
5107,2
5130,2
5134,2
5140,2
5144,2
5196,2
5211,2
5239,2
5244,2
5258,2
5261,2
5264,2
5266,2
5268,2
5271,2
5294,2
5297,2
5299,2
5303,2
5312,2
5328,2
5344,2
5347,2
5350,2
5358,2
5360,2
5361,2
5385,2
5390,2
5391,2
5401,2
5407,2
5415,2
5418,2
5420,2
5429,2
5431,2
5437,2
5441,2
5442,2
5443,2
5445,2
5446,2
5447,2
5454,2
5456,2
5457,2
5460,2
5461,2
5462,2
5463,2
5464,2
5467,2
5472,2
5474,2
5476,2
5479,2
5489,2
5524,2
5533,2
5549,2
5555,2
5575,2
5591,2
5594,2
5598,2
5603,2
5614,2
5615,2
5616,2
5622,2
5626,2
5637,2
