,group
2,8
5,8
20,8
75,8
83,8
105,8
113,8
120,8
121,8
128,8
129,8
145,8
174,8
231,8
232,8
245,8
297,8
310,8
335,8
344,8
395,8
398,8
535,8
628,8
629,8
650,8
664,8
768,8
775,8
811,8
888,8
948,8
953,8
963,8
969,8
975,8
1002,8
1041,8
1079,8
1094,8
1111,8
1197,8
1220,8
1262,8
1266,8
1268,8
1292,8
1304,8
1305,8
1313,8
1315,8
1328,8
1369,8
1376,8
1436,8
1460,8
1464,8
1467,8
1484,8
1485,8
1512,8
1549,8
1559,8
1589,8
1636,8
1679,8
1680,8
1707,8
1731,8
1734,8
1749,8
1773,8
1776,8
1793,8
1802,8
1809,8
1853,8
1860,8
1867,8
2099,8
2182,8
2214,8
2216,8
2257,8
2267,8
2285,8
2424,8
2447,8
2454,8
2530,8
2557,8
2569,8
2698,8
2733,8
2748,8
2759,8
2796,8
2848,8
2869,8
2888,8
3112,8
3156,8
3200,8
3240,8
3246,8
3273,8
3286,8
3308,8
3333,8
3413,8
3418,8
3420,8
3425,8
3430,8
3449,8
3475,8
3493,8
3511,8
3530,8
3546,8
3606,8
3622,8
3633,8
3637,8
3639,8
3653,8
3664,8
3681,8
3689,8
3747,8
3750,8
3774,8
3779,8
3812,8
3824,8
3881,8
3895,8
3897,8
3903,8
3961,8
3966,8
4001,8
4014,8
4035,8
4071,8
4074,8
4084,8
4105,8
4107,8
4149,8
4169,8
4177,8
4191,8
4222,8
4253,8
4265,8
4272,8
4307,8
4332,8
4384,8
4406,8
4417,8
4450,8
4451,8
4526,8
4531,8
4553,8
4559,8
4567,8
4568,8
4621,8
4629,8
4659,8
4667,8
4779,8
4801,8
4819,8
4897,8
4902,8
4913,8
4957,8
4981,8
5001,8
5015,8
5045,8
5170,8
5199,8
5204,8
5212,8
5260,8
5292,8
5304,8
5306,8
5332,8
5356,8
5366,8
5382,8
5405,8
5419,8
5444,8
5459,8
5466,8
5504,8
5508,8
5512,8
5521,8
5534,8
5563,8
5577,8
5585,8
5597,8
5627,8
5631,8
5636,8
5644,8
5648,8
5655,8
5681,8
5683,8
5694,8
5697,8
5698,8
5717,8
5749,8
5757,8
5796,8
5822,8
5857,8
5876,8
5890,8
5895,8
5908,8
5972,8
5976,8
5987,8
5994,8
6006,8
6016,8
6060,8
6091,8
6131,8
6158,8
6177,8
6189,8
6194,8
6206,8
6230,8
6318,8
6336,8
6388,8
6400,8
6456,8
6465,8
6482,8
6484,8
6496,8
6498,8
6520,8
6541,8
6634,8
6712,8
6715,8
6742,8
6755,8
6771,8
6796,8
6805,8
6809,8
6865,8
6870,8
6873,8
6883,8
6892,8
6895,8
6923,8
6931,8
6943,8
6947,8
6975,8
6978,8
7003,8
7034,8
7055,8
7065,8
7082,8
7085,8
7093,8
7096,8
7111,8
7147,8
7152,8
7157,8
7199,8
7201,8
7213,8
7215,8
7230,8
7239,8
7251,8
7269,8
7292,8
7294,8
7295,8
7334,8
7354,8
7415,8
7416,8
7451,8
7508,8
7528,8
7571,8
7609,8
7615,8
7644,8
7652,8
7667,8
7682,8
7700,8
7709,8
7713,8
7735,8
7799,8
7828,8
7832,8
7836,8
7845,8
7857,8
7888,8
7891,8
7909,8
7926,8
7941,8
8011,8
8024,8
8056,8
8064,8
8065,8
8072,8
8082,8
8086,8
8087,8
8102,8
8108,8
8124,8
8134,8
8157,8
8171,8
8181,8
8184,8
8188,8
8196,8
8212,8
8215,8
8219,8
8250,8
8311,8
8315,8
8357,8
8367,8
8373,8
8415,8
8421,8
8428,8
8448,8
8457,8
8484,8
8514,8
8534,8
8555,8
8571,8
8599,8
8604,8
8608,8
8627,8
8696,8
8705,8
8715,8
8725,8
8737,8
8747,8
8749,8
8818,8
8828,8
8850,8
8863,8
8889,8
8891,8
8912,8
8916,8
8918,8
8956,8
8959,8
8998,8
9026,8
9031,8
9039,8
9051,8
9060,8
9063,8
9064,8
9070,8
9088,8
9096,8
9098,8
9101,8
9132,8
9154,8
9167,8
9169,8
9177,8
9180,8
9185,8
9215,8
9227,8
9230,8
9269,8
9291,8
9317,8
9360,8
9365,8
9374,8
9379,8
9385,8
9404,8
9411,8
9417,8
9423,8
9436,8
9445,8
9505,8
9534,8
9558,8
9630,8
9653,8
9695,8
9735,8
9740,8
9808,8
9851,8
9985,8
10005,8
10015,8
10021,8
10033,8
10035,8
10041,8
10060,8
10067,8
10084,8
10098,8
10121,8
10148,8
10191,8
10194,8
10218,8
10219,8
10222,8
10256,8
10267,8
10279,8
10282,8
10286,8
10294,8
10301,8
10341,8
10346,8
10366,8
10381,8
10391,8
10394,8
10425,8
10442,8
10443,8
10453,8
10456,8
10464,8
10465,8
10483,8
10512,8
10515,8
10522,8
10525,8
10545,8
10564,8
10578,8
10591,8
10604,8
10608,8
10703,8
10780,8
10786,8
10809,8
10846,8
10861,8
10864,8
10873,8
10880,8
10881,8
10883,8
10898,8
10907,8
10945,8
11038,8
11040,8
11047,8
11097,8
11146,8
11169,8
11175,8
11228,8
11243,8
11246,8
11247,8
11298,8
11333,8
11347,8
11349,8
11417,8
11419,8
11466,8
11468,8
11469,8
11546,8
11572,8
11586,8
11605,8
11608,8
11613,8
11620,8
11660,8
11670,8
11697,8
11733,8
11799,8
11800,8
11804,8
11814,8
11818,8
11866,8
11969,8
11990,8
12012,8
12102,8
12131,8
12154,8
12158,8
12170,8
12172,8
12211,8
12312,8
12329,8
12346,8
12363,8
12377,8
12381,8
12403,8
12407,8
12422,8
12449,8
12474,8
12476,8
12518,8
12524,8
12590,8
12597,8
12609,8
12636,8
12654,8
12720,8
12727,8
12746,8
12748,8
12791,8
12796,8
12852,8
12862,8
12896,8
12915,8
12952,8
12981,8
12989,8
13008,8
13024,8
13031,8
13039,8
13053,8
13055,8
13073,8
13182,8
13202,8
13207,8
13254,8
13287,8
13292,8
13352,8
13363,8
13383,8
13407,8
13417,8
13422,8
13437,8
13466,8
13484,8
13508,8
13524,8
13555,8
13580,8
13587,8
13592,8
13657,8
13682,8
13701,8
13707,8
13725,8
13733,8
13767,8
13769,8
13787,8
13795,8
13862,8
13873,8
13880,8
13882,8
13893,8
13929,8
13934,8
13965,8
13978,8
13989,8
14060,8
14088,8
14089,8
14097,8
14120,8
14148,8
14168,8
14179,8
14226,8
14229,8
14257,8
14258,8
14278,8
14292,8
14294,8
14296,8
14334,8
14361,8
14382,8
14397,8
14421,8
14476,8
14491,8
14497,8
14527,8
14544,8
14545,8
14587,8
14593,8
14690,8
14752,8
14785,8
14803,8
14827,8
14838,8
14868,8
14930,8
14959,8
15003,8
15007,8
15028,8
15035,8
15038,8
15044,8
15045,8
15059,8
15084,8
15137,8
15192,8
15222,8
15261,8
15264,8
15280,8
15357,8
15482,8
15497,8
15561,8
15562,8
15608,8
15662,8
15719,8
15771,8
15776,8
15920,8
15935,8
15942,8
15944,8
15945,8
15967,8
15978,8
15985,8
15989,8
16031,8
16035,8
16036,8
16042,8
16059,8
16083,8
16087,8
16151,8
16152,8
16171,8
16187,8
16207,8
16220,8
16233,8
16244,8
16255,8
16267,8
16296,8
16307,8
16312,8
16314,8
16317,8
16340,8
16347,8
16496,8
16518,8
16531,8
16536,8
16545,8
16564,8
16620,8
16675,8
16711,8
16714,8
16757,8
16781,8
16793,8
16800,8
16802,8
16805,8
16814,8
16831,8
16833,8
16887,8
16889,8
16918,8
16930,8
16932,8
16936,8
17026,8
17028,8
17082,8
17119,8
17122,8
17127,8
17137,8
17203,8
17216,8
17228,8
17230,8
17237,8
17249,8
17257,8
17271,8
17327,8
17346,8
17347,8
17378,8
17385,8
17417,8
17436,8
17457,8
17466,8
17473,8
17477,8
17486,8
17558,8
17577,8
17585,8
17598,8
17606,8
17637,8
17693,8
17720,8
17756,8
17765,8
17879,8
17886,8
17904,8
17929,8
17951,8
17983,8
18053,8
18099,8
18205,8
18228,8
18254,8
18287,8
18302,8
18305,8
18373,8
18401,8
18420,8
18423,8
18503,8
18515,8
18534,8
18573,8
18598,8
18603,8
18621,8
18642,8
18644,8
18651,8
18663,8
18757,8
18760,8
18811,8
18820,8
18886,8
18887,8
18994,8
19081,8
19094,8
19103,8
19126,8
19162,8
19176,8
19183,8
19217,8
19233,8
19253,8
19326,8
19336,8
19346,8
19360,8
19409,8
19423,8
19426,8
19447,8
19458,8
19475,8
19483,8
19498,8
19522,8
19532,8
19535,8
19561,8
19565,8
19627,8
19628,8
19670,8
19695,8
19704,8
19723,8
19763,8
19764,8
19807,8
19849,8
19882,8
19935,8
19936,8
19950,8
19951,8
19959,8
19970,8
19988,8
20018,8
20119,8
20215,8
20246,8
20252,8
20259,8
20286,8
20311,8
20362,8
20366,8
20419,8
20522,8
20562,8
20622,8
20666,8
20679,8
20706,8
20729,8
20744,8
20801,8
20906,8
20922,8
20952,8
20958,8
20968,8
21003,8
21040,8
21057,8
21066,8
21077,8
21209,8
21210,8
21247,8
21250,8
21251,8
21264,8
21286,8
21288,8
21292,8
21304,8
21309,8
21339,8
21386,8
21394,8
21399,8
21415,8
21436,8
21437,8
21455,8
21522,8
21547,8
21599,8
21604,8
21607,8
21621,8
21657,8
21670,8
21718,8
21737,8
21739,8
21744,8
21750,8
21791,8
21911,8
21929,8
21985,8
22037,8
22040,8
22042,8
22044,8
22097,8
22101,8
22131,8
22142,8
22147,8
22152,8
22160,8
22165,8
22198,8
22221,8
22289,8
22316,8
22330,8
22388,8
22405,8
22409,8
22412,8
22418,8
22419,8
22435,8
22474,8
22523,8
22556,8
22594,8
22607,8
22613,8
22642,8
22754,8
22784,8
22788,8
22863,8
22871,8
22887,8
22890,8
22905,8
22959,8
22992,8
23102,8
23119,8
23141,8
23149,8
23175,8
23236,8
23248,8
23330,8
23338,8
23434,8
23466,8
23507,8
23509,8
23515,8
23527,8
23546,8
23578,8
23630,8
23636,8
23639,8
23652,8
23672,8
23685,8
23731,8
23735,8
23736,8
23738,8
23742,8
23743,8
23766,8
23796,8
23813,8
23894,8
23926,8
23939,8
23943,8
23944,8
23949,8
23951,8
23954,8
23961,8
23966,8
23970,8
23972,8
23973,8
23974,8
23975,8
23978,8
23980,8
23988,8
24001,8
24005,8
24010,8
24019,8
24022,8
24027,8
24050,8
24054,8
24069,8
24071,8
24091,8
24110,8
24111,8
24126,8
24130,8
24137,8
24201,8
24214,8
24231,8
24237,8
24243,8
24250,8
24278,8
24307,8
24337,8
24340,8
24376,8
24387,8
24411,8
24425,8
24430,8
24461,8
24468,8
24476,8
24487,8
24493,8
24506,8
24509,8
24547,8
24608,8
24646,8
24651,8
24683,8
24688,8
24769,8
24771,8
24829,8
24851,8
