,group
32,8
89,8
106,8
115,8
129,8
148,8
189,8
192,8
194,8
273,8
280,8
335,8
365,8
372,8
400,8
413,8
435,8
500,8
530,8
546,8
589,8
633,8
679,8
689,8
692,8
697,8
747,8
755,8
757,8
863,8
864,8
895,8
899,8
906,8
918,8
934,8
940,8
967,8
971,8
1001,8
1041,8
1097,8
1115,8
1130,8
1155,8
1198,8
1224,8
1233,8
1269,8
1301,8
1318,8
1320,8
1336,8
1342,8
1346,8
1348,8
1381,8
1384,8
1386,8
1433,8
1448,8
1463,8
1510,8
1523,8
1528,8
1536,8
1564,8
1581,8
1605,8
1606,8
1611,8
1639,8
1654,8
1663,8
1671,8
1677,8
1685,8
1686,8
1698,8
1703,8
1715,8
1758,8
1764,8
1787,8
1809,8
1854,8
1891,8
1925,8
1948,8
1953,8
1954,8
2001,8
2018,8
2074,8
2104,8
2135,8
2144,8
2163,8
2173,8
2174,8
2182,8
2212,8
2228,8
2240,8
2250,8
2257,8
2277,8
2303,8
2327,8
2341,8
2346,8
2369,8
2373,8
2385,8
2399,8
2400,8
2404,8
2489,8
2521,8
2523,8
2545,8
2567,8
2570,8
2576,8
2619,8
2631,8
2668,8
2676,8
2679,8
2689,8
2699,8
2707,8
2711,8
2721,8
2722,8
2731,8
2753,8
2765,8
2778,8
2780,8
2790,8
2797,8
2798,8
2802,8
2817,8
2827,8
2831,8
2854,8
2864,8
2865,8
2871,8
2884,8
2890,8
2921,8
2973,8
2994,8
3034,8
3035,8
3082,8
3140,8
3142,8
3147,8
3170,8
3173,8
3189,8
3207,8
3245,8
3264,8
3303,8
3331,8
3339,8
3358,8
3382,8
3413,8
3426,8
3434,8
3450,8
3453,8
3455,8
3462,8
3474,8
3481,8
3492,8
3507,8
3524,8
3542,8
3550,8
3590,8
3601,8
3634,8
3639,8
3698,8
3704,8
3729,8
3744,8
3754,8
3808,8
3821,8
3835,8
3841,8
3846,8
3915,8
3950,8
4009,8
4020,8
4113,8
4250,8
4283,8
4300,8
4304,8
4314,8
4357,8
