,group
1,6
7,6
13,6
15,6
17,6
18,6
19,6
21,6
24,6
27,6
29,6
34,6
35,6
45,6
50,6
51,6
53,6
55,6
57,6
70,6
78,6
79,6
81,6
85,6
89,6
93,6
102,6
103,6
104,6
106,6
110,6
119,6
125,6
127,6
130,6
131,6
133,6
134,6
138,6
139,6
140,6
141,6
142,6
143,6
146,6
147,6
149,6
151,6
152,6
153,6
154,6
156,6
157,6
158,6
159,6
161,6
162,6
163,6
167,6
168,6
169,6
170,6
171,6
173,6
175,6
176,6
177,6
180,6
181,6
182,6
184,6
185,6
187,6
188,6
189,6
190,6
192,6
193,6
194,6
195,6
199,6
201,6
203,6
204,6
209,6
212,6
213,6
214,6
217,6
219,6
221,6
223,6
225,6
228,6
229,6
230,6
233,6
234,6
235,6
236,6
239,6
240,6
242,6
243,6
244,6
247,6
248,6
249,6
251,6
260,6
261,6
263,6
264,6
265,6
266,6
267,6
268,6
274,6
275,6
276,6
277,6
278,6
280,6
287,6
288,6
289,6
291,6
293,6
301,6
303,6
307,6
318,6
320,6
321,6
322,6
323,6
324,6
326,6
329,6
330,6
331,6
336,6
339,6
340,6
343,6
346,6
347,6
348,6
349,6
350,6
351,6
352,6
353,6
354,6
355,6
356,6
357,6
358,6
359,6
361,6
362,6
364,6
365,6
366,6
372,6
374,6
375,6
376,6
377,6
379,6
382,6
384,6
385,6
386,6
389,6
392,6
393,6
402,6
403,6
404,6
408,6
409,6
410,6
413,6
414,6
416,6
417,6
419,6
423,6
424,6
425,6
430,6
433,6
434,6
435,6
436,6
441,6
443,6
451,6
452,6
453,6
455,6
458,6
459,6
460,6
461,6
465,6
470,6
471,6
472,6
474,6
475,6
476,6
482,6
483,6
484,6
495,6
500,6
504,6
508,6
509,6
511,6
513,6
514,6
516,6
517,6
519,6
520,6
523,6
524,6
525,6
527,6
528,6
529,6
531,6
532,6
533,6
534,6
537,6
538,6
539,6
541,6
544,6
547,6
548,6
550,6
551,6
553,6
556,6
557,6
562,6
563,6
568,6
569,6
571,6
573,6
574,6
575,6
576,6
579,6
583,6
585,6
586,6
588,6
590,6
593,6
596,6
599,6
601,6
602,6
603,6
607,6
609,6
612,6
617,6
620,6
621,6
623,6
625,6
627,6
631,6
632,6
634,6
636,6
641,6
642,6
643,6
645,6
653,6
654,6
655,6
656,6
658,6
660,6
661,6
666,6
670,6
671,6
672,6
674,6
676,6
677,6
678,6
680,6
681,6
682,6
683,6
684,6
685,6
686,6
687,6
689,6
691,6
692,6
694,6
695,6
696,6
697,6
698,6
699,6
701,6
703,6
704,6
708,6
709,6
710,6
711,6
712,6
713,6
717,6
718,6
719,6
721,6
723,6
726,6
727,6
730,6
731,6
732,6
735,6
736,6
737,6
739,6
741,6
742,6
745,6
747,6
748,6
750,6
751,6
752,6
753,6
756,6
757,6
758,6
760,6
761,6
763,6
765,6
767,6
769,6
772,6
774,6
777,6
784,6
785,6
786,6
787,6
788,6
789,6
790,6
792,6
794,6
795,6
797,6
798,6
800,6
801,6
803,6
804,6
805,6
808,6
809,6
810,6
813,6
814,6
815,6
816,6
818,6
819,6
820,6
821,6
822,6
825,6
827,6
828,6
829,6
832,6
834,6
835,6
836,6
837,6
838,6
839,6
840,6
841,6
842,6
843,6
844,6
845,6
846,6
847,6
848,6
850,6
851,6
852,6
853,6
858,6
860,6
861,6
862,6
863,6
865,6
866,6
868,6
869,6
871,6
875,6
876,6
879,6
880,6
881,6
882,6
893,6
894,6
895,6
896,6
897,6
899,6
902,6
903,6
904,6
905,6
908,6
910,6
913,6
917,6
918,6
922,6
923,6
924,6
929,6
930,6
931,6
933,6
938,6
939,6
940,6
942,6
944,6
945,6
946,6
950,6
955,6
956,6
961,6
962,6
964,6
965,6
966,6
967,6
968,6
970,6
974,6
977,6
979,6
981,6
984,6
986,6
988,6
989,6
990,6
991,6
993,6
994,6
997,6
998,6
999,6
1000,6
1001,6
1003,6
1006,6
1007,6
1008,6
1010,6
1012,6
1013,6
1017,6
1018,6
1019,6
1021,6
1022,6
1024,6
1025,6
1026,6
1029,6
1033,6
1037,6
1038,6
1044,6
1045,6
1046,6
1047,6
1053,6
1056,6
1057,6
1062,6
1065,6
1066,6
1071,6
1072,6
1075,6
1077,6
1082,6
1083,6
1084,6
1085,6
1090,6
1091,6
1092,6
1095,6
1097,6
1098,6
1102,6
1103,6
1106,6
1108,6
1109,6
1114,6
1115,6
1116,6
1119,6
1124,6
1127,6
1131,6
1133,6
1135,6
1136,6
1138,6
1139,6
1142,6
1143,6
1144,6
1145,6
1146,6
1150,6
1151,6
1153,6
1155,6
1156,6
1158,6
1160,6
1162,6
1165,6
1166,6
1167,6
1169,6
1171,6
1173,6
1178,6
1179,6
1180,6
1181,6
1184,6
1185,6
1188,6
1189,6
1191,6
1194,6
1195,6
1198,6
1200,6
1203,6
1206,6
1216,6
1217,6
1221,6
1224,6
1226,6
1227,6
1231,6
1233,6
1235,6
1236,6
1240,6
1242,6
1243,6
1245,6
1247,6
1251,6
1257,6
1259,6
1261,6
1272,6
1274,6
1275,6
1277,6
1280,6
1282,6
1287,6
1288,6
1289,6
1290,6
1295,6
1296,6
1299,6
1301,6
1303,6
1307,6
1312,6
1318,6
1320,6
1321,6
1322,6
1325,6
1338,6
1339,6
1342,6
1343,6
1346,6
1348,6
1349,6
1350,6
1352,6
1354,6
1355,6
1358,6
1360,6
1365,6
1367,6
1372,6
1375,6
1379,6
1380,6
1382,6
1383,6
1384,6
1386,6
1387,6
1392,6
1394,6
1395,6
1396,6
1398,6
1399,6
1404,6
1406,6
1408,6
1409,6
1413,6
1417,6
1418,6
1420,6
1424,6
1425,6
1426,6
1427,6
1429,6
1432,6
1433,6
1434,6
1438,6
1444,6
1445,6
1447,6
1448,6
1450,6
1451,6
1452,6
1453,6
1456,6
1458,6
1465,6
1466,6
1468,6
1473,6
1475,6
1480,6
1483,6
1488,6
1490,6
1494,6
1502,6
1503,6
1506,6
1510,6
1513,6
1514,6
1518,6
1524,6
1528,6
1531,6
1534,6
1536,6
1538,6
1543,6
1544,6
1546,6
1550,6
1551,6
1553,6
1556,6
1558,6
1560,6
1561,6
1564,6
1566,6
1569,6
1570,6
1573,6
1574,6
1575,6
1576,6
1577,6
1578,6
1579,6
1580,6
1581,6
1585,6
1586,6
1587,6
1588,6
1595,6
1596,6
1601,6
1602,6
1603,6
1605,6
1606,6
1607,6
1610,6
1611,6
1613,6
1617,6
1618,6
1621,6
1622,6
1628,6
1629,6
1630,6
1631,6
1632,6
1634,6
1637,6
1638,6
1640,6
1642,6
1643,6
1644,6
1650,6
1653,6
1654,6
1655,6
1656,6
1658,6
1659,6
1660,6
1662,6
1665,6
1666,6
1669,6
1670,6
1673,6
1675,6
1676,6
1678,6
1683,6
1684,6
1686,6
1688,6
1689,6
1690,6
1695,6
1696,6
1697,6
1698,6
1699,6
1700,6
1701,6
1702,6
1703,6
1706,6
1708,6
1709,6
1712,6
1715,6
1716,6
1717,6
1722,6
1723,6
1724,6
1725,6
1726,6
1727,6
1735,6
1739,6
1740,6
1741,6
1748,6
1750,6
1751,6
1752,6
1753,6
1754,6
1755,6
1756,6
1757,6
1758,6
1759,6
1760,6
1761,6
1762,6
1763,6
1765,6
1766,6
1771,6
1772,6
1775,6
1777,6
1779,6
1780,6
1785,6
1786,6
1788,6
1789,6
1790,6
1792,6
1794,6
1795,6
1796,6
1798,6
1799,6
1800,6
1801,6
1803,6
1804,6
1806,6
1807,6
1810,6
1811,6
1812,6
1820,6
1822,6
1824,6
1826,6
1827,6
1829,6
1830,6
1831,6
1833,6
1835,6
1838,6
1840,6
1843,6
1844,6
1845,6
1846,6
1851,6
1855,6
1856,6
1858,6
1859,6
1866,6
1868,6
1869,6
1871,6
1872,6
1874,6
1875,6
1876,6
1879,6
1880,6
1883,6
1884,6
1886,6
1888,6
