,group
4,1
6,1
12,1
14,1
22,1
23,1
25,1
28,1
30,1
33,1
36,1
37,1
40,1
44,1
46,1
47,1
49,1
56,1
58,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
71,1
73,1
77,1
82,1
84,1
87,1
88,1
90,1
91,1
94,1
97,1
99,1
111,1
112,1
114,1
117,1
118,1
122,1
123,1
124,1
126,1
132,1
135,1
136,1
137,1
148,1
166,1
183,1
197,1
202,1
205,1
208,1
218,1
220,1
224,1
227,1
237,1
252,1
253,1
256,1
257,1
259,1
269,1
271,1
279,1
283,1
286,1
292,1
294,1
295,1
296,1
298,1
299,1
302,1
309,1
312,1
313,1
317,1
327,1
328,1
333,1
338,1
341,1
360,1
368,1
373,1
378,1
380,1
383,1
388,1
390,1
391,1
394,1
397,1
399,1
406,1
407,1
411,1
412,1
428,1
429,1
431,1
432,1
448,1
464,1
477,1
478,1
480,1
481,1
485,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
496,1
497,1
499,1
501,1
502,1
503,1
505,1
515,1
518,1
521,1
536,1
540,1
542,1
543,1
545,1
560,1
561,1
566,1
567,1
570,1
572,1
580,1
587,1
594,1
595,1
598,1
608,1
611,1
614,1
615,1
618,1
619,1
624,1
626,1
633,1
635,1
637,1
644,1
646,1
647,1
648,1
651,1
657,1
659,1
662,1
663,1
665,1
667,1
673,1
675,1
688,1
690,1
705,1
714,1
724,1
729,1
733,1
734,1
738,1
743,1
744,1
749,1
754,1
759,1
770,1
771,1
779,1
780,1
781,1
791,1
799,1
802,1
807,1
812,1
823,1
824,1
830,1
831,1
849,1
854,1
856,1
857,1
884,1
885,1
886,1
892,1
900,1
906,1
915,1
916,1
921,1
925,1
926,1
927,1
928,1
932,1
936,1
947,1
957,1
958,1
959,1
972,1
973,1
976,1
982,1
987,1
992,1
1004,1
1014,1
1015,1
1020,1
1023,1
1027,1
1040,1
1042,1
1048,1
1058,1
1061,1
1067,1
1069,1
1088,1
1099,1
1100,1
1110,1
1117,1
1118,1
1121,1
1122,1
1125,1
1126,1
1129,1
1130,1
1147,1
1149,1
1154,1
1157,1
1175,1
1182,1
1183,1
1192,1
1193,1
1196,1
1199,1
1201,1
1204,1
1207,1
1210,1
1212,1
1225,1
1232,1
1237,1
1238,1
1241,1
1246,1
1248,1
1252,1
1254,1
1256,1
1260,1
1270,1
1273,1
1276,1
1279,1
1284,1
1285,1
1286,1
1309,1
1311,1
1319,1
1327,1
1330,1
1331,1
1332,1
1334,1
1336,1
1337,1
1344,1
1345,1
1351,1
1356,1
1357,1
1359,1
1361,1
1362,1
1364,1
1366,1
1368,1
1370,1
1374,1
1377,1
1388,1
1393,1
1402,1
1403,1
1405,1
1410,1
1415,1
1416,1
1422,1
1437,1
1439,1
1449,1
1457,1
1459,1
1463,1
1469,1
1476,1
1478,1
1481,1
1489,1
1495,1
1496,1
1499,1
1504,1
1509,1
1529,1
1535,1
1555,1
1557,1
1565,1
1567,1
1584,1
1591,1
1594,1
1598,1
1599,1
1600,1
1604,1
1608,1
1609,1
1623,1
1624,1
1639,1
1646,1
1661,1
1668,1
1671,1
1672,1
1685,1
1687,1
1693,1
1694,1
1704,1
1705,1
1714,1
1719,1
1721,1
1728,1
1729,1
1732,1
1733,1
1736,1
1744,1
1746,1
1764,1
1767,1
1768,1
1770,1
1778,1
1781,1
1784,1
1788,1
1797,1
1825,1
1828,1
1836,1
1839,1
1841,1
1847,1
1849,1
1867,1
1877,1
1882,1
1885,1
1887,1
1895,1
1896,1
1897,1
1916,1
1923,1
1927,1
1928,1
1937,1
1939,1
1942,1
1948,1
1955,1
1961,1
1963,1
1964,1
1971,1
1972,1
1997,1
2005,1
2006,1
2012,1
2014,1
2016,1
2024,1
2025,1
2028,1
2029,1
2035,1
2039,1
2043,1
2057,1
2063,1
2071,1
2081,1
2083,1
2084,1
2086,1
2087,1
2088,1
2105,1
2130,1
2138,1
2163,1
2173,1
2177,1
2187,1
2204,1
2209,1
2218,1
2219,1
2224,1
2225,1
2226,1
2231,1
2235,1
2239,1
2263,1
2265,1
2266,1
2269,1
2270,1
2274,1
2277,1
2279,1
2307,1
2309,1
2334,1
2337,1
2356,1
2370,1
2374,1
2376,1
2384,1
2387,1
2390,1
2404,1
2408,1
2410,1
2411,1
2418,1
2425,1
2432,1
2441,1
2444,1
2446,1
2452,1
2453,1
2455,1
2456,1
2463,1
2469,1
2470,1
2487,1
2508,1
2509,1
2511,1
2519,1
2528,1
2533,1
2538,1
2543,1
2549,1
2553,1
2554,1
2577,1
2588,1
2591,1
2599,1
2602,1
2604,1
2606,1
2611,1
2621,1
2628,1
2638,1
2641,1
2644,1
2645,1
2660,1
2664,1
2674,1
2675,1
2676,1
2679,1
2707,1
2716,1
2718,1
2734,1
2745,1
2750,1
2751,1
2752,1
2753,1
2756,1
2757,1
2758,1
2761,1
2765,1
2768,1
2769,1
2773,1
2779,1
2783,1
2785,1
2787,1
2798,1
2806,1
2811,1
2814,1
2820,1
2822,1
2827,1
2835,1
2845,1
2847,1
2863,1
2868,1
2871,1
2875,1
2878,1
2879,1
2882,1
2887,1
2905,1
2906,1
2909,1
2911,1
2922,1
2923,1
2926,1
2930,1
2933,1
2939,1
2946,1
2949,1
2950,1
2953,1
2956,1
2958,1
2965,1
2969,1
2981,1
2983,1
2984,1
2986,1
2987,1
2988,1
2990,1
2992,1
2999,1
3000,1
3002,1
3004,1
3005,1
3009,1
3015,1
3018,1
3021,1
3035,1
3037,1
3040,1
3041,1
3043,1
3045,1
3050,1
3055,1
3056,1
3058,1
3059,1
3060,1
3074,1
3077,1
3079,1
3081,1
3083,1
3092,1
3095,1
3097,1
3104,1
3105,1
3106,1
3110,1
3113,1
3119,1
3121,1
3124,1
3127,1
3129,1
3131,1
3135,1
3136,1
3138,1
3141,1
3144,1
3147,1
3150,1
3151,1
3153,1
3155,1
3157,1
3163,1
3164,1
3166,1
3167,1
3168,1
3173,1
3175,1
3177,1
3178,1
3182,1
3184,1
3187,1
3189,1
3191,1
3193,1
3194,1
3196,1
3197,1
3198,1
3199,1
3201,1
3202,1
3206,1
3208,1
3210,1
3211,1
3215,1
3218,1
3219,1
3221,1
3222,1
3223,1
3227,1
3228,1
3231,1
3233,1
3234,1
3236,1
3239,1
3241,1
3243,1
3244,1
3249,1
3252,1
3256,1
3257,1
3262,1
3265,1
3270,1
3282,1
3288,1
3293,1
3295,1
3297,1
3299,1
3301,1
3305,1
3309,1
3312,1
3319,1
3321,1
3323,1
3325,1
3327,1
3332,1
3334,1
3336,1
3338,1
3340,1
3344,1
3345,1
3346,1
3352,1
3355,1
3359,1
3362,1
3364,1
3366,1
3368,1
3370,1
3371,1
3372,1
3375,1
3377,1
3386,1
3391,1
3393,1
3399,1
3400,1
3401,1
3403,1
3404,1
3405,1
3406,1
3411,1
3412,1
3415,1
3416,1
3417,1
3419,1
3421,1
3424,1
3427,1
3428,1
3431,1
3433,1
3439,1
3443,1
3444,1
3458,1
3459,1
3461,1
3462,1
3466,1
3468,1
3470,1
3474,1
3478,1
3481,1
3482,1
3486,1
3488,1
3490,1
3495,1
3496,1
3498,1
3502,1
3503,1
3510,1
3513,1
3517,1
3518,1
3520,1
3521,1
3522,1
3523,1
3525,1
3528,1
3529,1
3532,1
3533,1
3539,1
3540,1
3543,1
3552,1
3562,1
3567,1
3573,1
3574,1
3579,1
3580,1
3582,1
3587,1
3589,1
3592,1
3594,1
3595,1
3596,1
3600,1
3603,1
3605,1
3616,1
3617,1
3621,1
3625,1
3626,1
3627,1
3628,1
3630,1
3640,1
3642,1
3644,1
3649,1
3651,1
3652,1
3657,1
3659,1
3662,1
3666,1
3670,1
3671,1
3672,1
3675,1
3680,1
3684,1
3686,1
3687,1
3691,1
3692,1
3695,1
3700,1
3707,1
3708,1
3712,1
3714,1
3715,1
3718,1
3720,1
3724,1
3726,1
3737,1
3738,1
3739,1
3746,1
3751,1
3755,1
3756,1
3758,1
3759,1
3760,1
3761,1
3765,1
3768,1
3769,1
3772,1
3776,1
3777,1
3780,1
3783,1
3787,1
3788,1
3789,1
3793,1
3795,1
3799,1
3800,1
3802,1
3813,1
3814,1
3815,1
3818,1
3820,1
3822,1
3823,1
3825,1
3828,1
3829,1
3840,1
3843,1
3844,1
3848,1
3849,1
3857,1
3859,1
3860,1
3862,1
3863,1
3867,1
3868,1
3872,1
3874,1
3875,1
3878,1
3887,1
3888,1
3894,1
3895,1
